soil_type,n_ratio,p_ratio,k_ratio,ph_level,avg_temp,avg_humidity,avg_rainfall,water_availability,irrigation_type,land_area,season,crop,age,education,annual_income,farming_experience,agro_climatic_zone,using_uzhavan_app,watch_agri_youtube,in_whatsapp_groups,adoption_level,technologies_used
Sandy,133,117,117,7.8,36.5,49.3,225.7,Low,Borewell,8.2,Kharif,Millets,68,Diploma,739973,26,Dry,1,1,1,High,"['Soil Moisture Sensor', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Drip Irrigation', 'Uzhavan Mobile App', 'Drone Spraying', 'Weather Forecast Mobile App', 'Soil Testing Kit', 'Mulching Sheets']"
Sandy,44,32,198,9.6,36.1,68.6,263.7,High,Drip,11.1,Rabi,Millets,55,Higher Secondary,218984,47,Dry,1,1,0,Medium,"['Greenhouse / Polyhouse', 'Mulching Sheets', 'Sprinkler Irrigation', 'Drip Irrigation', 'Uzhavan Mobile App', 'Soil Testing Kit']"
Alluvial,122,114,120,5.8,39.1,63.5,162.8,High,Drip,2.9,Kharif,Millets,62,Higher Secondary,503979,32,Hilly,0,1,0,Medium,"['Sprinkler Irrigation', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Drone Spraying']"
Sandy,82,60,105,9.8,33.2,36.6,39.0,Medium,Canal,3.7,Rabi,Millets,33,Degree,820293,41,Dry,1,1,1,High,"['Soil Testing Kit', 'Farm Mechanization Tools', 'Drip Irrigation', 'Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App']"
Clay,81,117,102,6.2,39.8,71.9,32.4,High,Canal,9.4,Kharif,Paddy,28,Postgraduate,691590,43,Delta,1,0,0,Medium,"['Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Mulching Sheets', 'Uzhavan Mobile App', 'Drone Spraying']"
Sandy,44,101,156,6.2,25.8,30.1,110.9,Medium,Rainfed,12.8,Rabi,Millets,31,No Formal,652403,44,Hilly,0,0,1,Medium,"['Drip Irrigation', 'Sprinkler Irrigation', 'Mulching Sheets']"
Red,139,7,193,3.8,33.9,74.4,228.4,Low,Sprinkler,14.8,Rabi,Millets,64,Diploma,797262,19,Hilly,0,0,0,Medium,"['Sprinkler Irrigation', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Drone Spraying', 'Soil Moisture Sensor', 'Uzhavan Mobile App']"
Alluvial,33,39,102,4.4,22.5,20.1,191.8,Medium,Rainfed,9.2,Kharif,Millets,25,Diploma,945408,9,Delta,0,1,1,High,"['Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Drip Irrigation', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Soil Moisture Sensor']"
Clay,43,24,106,9.9,17.1,23.4,43.8,Medium,Sprinkler,9.4,Kharif,Millets,27,Diploma,792521,32,Hilly,0,0,0,Medium,"['Soil Moisture Sensor', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App']"
Clay,5,140,27,8.6,26.5,82.5,134.1,Low,Borewell,13.6,Kharif,Millets,42,Primary,941302,28,Hilly,0,1,1,Medium,"['Uzhavan Mobile App', 'Drip Irrigation', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Greenhouse / Polyhouse']"
Clay,5,93,80,7.0,16.3,67.9,104.7,Medium,Sprinkler,7.9,Rabi,Millets,45,No Formal,705376,27,Dry,0,1,1,Medium,"['Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Drip Irrigation', 'Soil Testing Kit']"
Sandy,30,101,153,7.2,32.9,63.8,58.3,Medium,Canal,18.5,Rabi,Millets,39,Middle,292925,33,Coastal,0,1,0,Medium,"['Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Soil Testing Kit']"
Sandy,124,29,71,3.9,30.8,46.0,79.6,Medium,Borewell,16.5,Kharif,Millets,28,Primary,254096,26,Hilly,0,1,1,Low,"['Farm Mechanization Tools', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse']"
Sandy,19,22,34,6.9,29.9,39.8,155.1,Low,Borewell,13.9,Kharif,Millets,29,Degree,467561,42,Delta,0,1,1,Medium,"['Weather Forecast Mobile App', 'Drone Spraying', 'Uzhavan Mobile App', 'Mulching Sheets', 'Greenhouse / Polyhouse', 'Soil Testing Kit']"
Sandy,86,10,48,6.4,31.9,31.7,37.5,Low,Borewell,6.5,Rabi,Millets,54,Postgraduate,262815,6,Hilly,0,1,0,Medium,"['Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Drone Spraying', 'Mulching Sheets', 'Sprinkler Irrigation']"
Alluvial,29,37,146,7.0,31.2,23.1,144.8,High,Canal,5.2,Rabi,Millets,36,Higher Secondary,572275,24,Delta,0,0,1,Medium,"['Sprinkler Irrigation', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Soil Testing Kit', 'Mulching Sheets', 'Drip Irrigation']"
Alluvial,14,20,171,5.9,31.6,90.0,235.1,Medium,Borewell,2.5,Kharif,Millets,38,Degree,900507,14,Delta,1,1,1,High,"['Greenhouse / Polyhouse', 'Drone Spraying', 'Mulching Sheets', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Drip Irrigation', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Farm Mechanization Tools']"
Alluvial,66,54,70,5.7,27.6,40.0,238.1,High,Borewell,17.3,Kharif,Millets,69,Degree,280866,49,Hilly,1,0,0,Medium,"['Weather Forecast Mobile App', 'Drip Irrigation', 'Mulching Sheets', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Drone Spraying', 'Greenhouse / Polyhouse']"
Black,136,42,29,6.1,27.6,53.0,161.6,Low,Sprinkler,8.1,Rabi,Millets,24,No Formal,865397,7,Hilly,0,0,0,Low,"['Drip Irrigation', 'Mulching Sheets']"
Red,48,46,167,6.3,33.0,53.0,56.7,High,Borewell,5.9,Rabi,Millets,50,Primary,740009,40,Delta,0,0,0,Low,"['Greenhouse / Polyhouse', 'Drone Spraying', 'Farm Mechanization Tools', 'Uzhavan Mobile App']"
Black,72,35,66,5.9,20.1,40.9,35.1,High,Rainfed,12.8,Kharif,Sugarcane,47,Diploma,599386,49,Hilly,0,1,0,Medium,"['Farm Mechanization Tools', 'Drip Irrigation', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Soil Testing Kit']"
Sandy,50,69,158,4.6,38.7,82.1,216.9,Medium,Drip,3.8,Rabi,Millets,28,No Formal,664305,37,Delta,0,1,1,Medium,"['Drip Irrigation', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse']"
Red,24,136,157,6.6,30.3,60.5,100.2,Medium,Borewell,11.1,Rabi,Millets,18,Degree,618429,34,Hilly,0,0,0,Medium,"['Soil Moisture Sensor', 'Drone Spraying', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Soil Testing Kit', 'Drip Irrigation', 'Farm Mechanization Tools']"
Red,94,45,177,5.9,21.0,22.1,247.4,Low,Canal,6.2,Kharif,Millets,40,Postgraduate,176733,23,Hilly,0,0,0,Medium,"['Soil Moisture Sensor', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App']"
Red,73,27,27,5.2,39.5,48.9,247.7,High,Canal,11.5,Kharif,Millets,49,Higher Secondary,164754,18,Delta,1,1,0,Medium,"['Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Drip Irrigation', 'Uzhavan Mobile App']"
Red,52,64,154,6.9,27.0,62.2,93.9,High,Rainfed,3.0,Rabi,Millets,51,Degree,419708,37,Dry,0,1,0,Low,"['Mulching Sheets', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools']"
Clay,42,37,8,4.1,39.9,61.8,90.1,High,Rainfed,6.2,Kharif,Paddy,45,Primary,121575,29,Coastal,0,1,1,Low,"['Soil Moisture Sensor', 'Farm Mechanization Tools', 'Drone Spraying']"
Sandy,132,9,156,3.6,22.3,22.4,188.7,Medium,Drip,19.4,Kharif,Millets,50,High,879774,29,Hilly,1,1,1,High,"['Soil Testing Kit', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Mulching Sheets']"
Alluvial,102,54,67,5.7,20.2,43.2,58.1,Low,Sprinkler,7.1,Kharif,Millets,73,Primary,309335,31,Dry,1,0,1,Low,"['Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Drip Irrigation', 'Soil Moisture Sensor']"
Clay,31,56,161,3.6,39.9,64.0,206.1,Low,Drip,12.6,Kharif,Millets,40,No Formal,653152,23,Coastal,0,1,0,Low,"['Drip Irrigation', 'Soil Moisture Sensor', 'Drone Spraying', 'Mulching Sheets']"
Clay,32,115,76,6.1,17.7,41.5,207.1,Medium,Canal,13.5,Kharif,Millets,57,No Formal,281650,40,Dry,0,0,1,Low,"['Farm Mechanization Tools', 'Mulching Sheets', 'Soil Moisture Sensor']"
Alluvial,121,110,95,8.2,21.8,80.8,248.0,Low,Rainfed,17.2,Kharif,Millets,73,Postgraduate,539852,36,Delta,0,1,1,High,"['Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Mulching Sheets']"
Clay,34,72,48,4.5,35.9,39.1,163.5,Medium,Rainfed,17.3,Kharif,Millets,52,Degree,848940,26,Dry,1,0,1,High,"['Farm Mechanization Tools', 'Sprinkler Irrigation', 'Drip Irrigation', 'Weather Forecast Mobile App', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Drone Spraying', 'Greenhouse / Polyhouse']"
Sandy,120,39,100,8.4,34.4,38.0,41.6,Low,Drip,13.9,Kharif,Millets,36,Degree,770641,17,Dry,1,1,1,High,"['Uzhavan Mobile App', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Soil Moisture Sensor', 'Soil Testing Kit', 'Mulching Sheets', 'Farm Mechanization Tools', 'Weather Forecast Mobile App']"
Sandy,35,46,11,4.3,38.6,80.3,61.7,Low,Borewell,6.9,Rabi,Millets,32,Postgraduate,772907,35,Coastal,0,0,0,Medium,"['Soil Moisture Sensor', 'Drone Spraying', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Mulching Sheets']"
Alluvial,112,91,129,4.8,38.6,83.3,149.2,High,Borewell,10.2,Rabi,Millets,32,Middle,842205,46,Delta,0,0,1,Medium,"['Uzhavan Mobile App', 'Drip Irrigation', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Sprinkler Irrigation', 'Drone Spraying']"
Black,83,67,164,5.9,39.3,63.4,223.9,Medium,Drip,15.5,Kharif,Millets,62,Diploma,904323,8,Hilly,1,0,1,Medium,"['Greenhouse / Polyhouse', 'Soil Testing Kit', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Drone Spraying', 'Drip Irrigation', 'Farm Mechanization Tools']"
Clay,53,54,66,7.7,19.9,48.5,94.4,Low,Borewell,15.7,Kharif,Millets,38,Postgraduate,911061,32,Dry,1,0,0,High,"['Drip Irrigation', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Drone Spraying', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Soil Testing Kit']"
Clay,26,114,117,5.0,22.8,34.2,99.0,High,Sprinkler,9.1,Rabi,Paddy,29,Postgraduate,130530,3,Dry,0,1,1,Medium,"['Drone Spraying', 'Soil Testing Kit', 'Mulching Sheets', 'Uzhavan Mobile App', 'Drip Irrigation', 'Soil Moisture Sensor']"
Sandy,36,76,141,9.9,16.9,42.5,167.6,Medium,Borewell,12.1,Kharif,Millets,21,No Formal,378055,47,Hilly,1,0,1,Medium,"['Soil Testing Kit', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation']"
Sandy,3,41,119,3.9,27.1,77.3,205.2,Low,Sprinkler,18.3,Kharif,Millets,56,Degree,698847,16,Delta,0,1,1,High,"['Sprinkler Irrigation', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Soil Moisture Sensor', 'Drone Spraying', 'Farm Mechanization Tools']"
Sandy,42,37,175,6.3,26.4,67.8,70.3,Low,Canal,14.7,Rabi,Millets,64,Postgraduate,475829,23,Coastal,0,1,1,Medium,"['Farm Mechanization Tools', 'Drone Spraying', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Weather Forecast Mobile App']"
Red,13,141,35,5.0,23.0,89.7,73.5,High,Borewell,12.3,Rabi,Millets,67,Postgraduate,628209,16,Coastal,1,0,0,High,"['Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Drip Irrigation', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Weather Forecast Mobile App']"
Red,59,57,59,4.1,21.7,21.7,250.1,High,Drip,1.6,Kharif,Millets,34,High,196718,36,Hilly,1,1,1,Medium,"['Soil Testing Kit', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Mulching Sheets', 'Weather Forecast Mobile App']"
Sandy,128,109,123,4.1,18.1,56.5,163.9,Medium,Canal,17.7,Rabi,Millets,46,Middle,945967,30,Hilly,1,0,0,Medium,"['Uzhavan Mobile App', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Drip Irrigation', 'Drone Spraying']"
Black,133,131,114,5.7,16.4,87.0,173.4,High,Sprinkler,2.5,Kharif,Sugarcane,26,Middle,531350,34,Coastal,0,1,0,Low,"['Drip Irrigation', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Mulching Sheets', 'Sprinkler Irrigation']"
Red,109,47,193,9.4,27.5,82.1,46.7,Medium,Borewell,13.0,Rabi,Millets,51,Degree,539930,8,Coastal,0,1,0,Medium,"['Uzhavan Mobile App', 'Soil Testing Kit', 'Mulching Sheets', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Drone Spraying']"
Red,114,18,36,8.1,34.7,53.3,168.1,High,Rainfed,2.6,Rabi,Millets,26,Primary,406353,25,Hilly,1,1,1,Medium,"['Drone Spraying', 'Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Drip Irrigation', 'Soil Testing Kit', 'Greenhouse / Polyhouse']"
Alluvial,66,6,44,6.3,24.3,62.2,293.3,High,Drip,7.6,Rabi,Millets,49,Postgraduate,69272,37,Dry,0,1,1,Medium,"['Soil Moisture Sensor', 'Mulching Sheets', 'Farm Mechanization Tools', 'Drip Irrigation', 'Soil Testing Kit', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App']"
Sandy,63,79,37,9.6,27.4,70.2,261.7,High,Canal,3.5,Rabi,Millets,28,Degree,194199,35,Dry,0,1,1,Medium,"['Uzhavan Mobile App', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Drone Spraying']"
Red,138,17,24,6.0,36.2,71.8,110.8,High,Canal,16.9,Rabi,Millets,40,Degree,574020,16,Coastal,0,0,0,Medium,"['Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Drone Spraying', 'Farm Mechanization Tools', 'Uzhavan Mobile App']"
Red,24,40,20,3.7,18.6,36.7,231.2,Medium,Drip,10.9,Kharif,Millets,50,No Formal,649371,11,Dry,0,1,1,Medium,"['Uzhavan Mobile App', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Greenhouse / Polyhouse']"
Clay,47,32,7,6.0,23.2,39.5,225.9,Medium,Sprinkler,1.0,Kharif,Millets,52,Higher Secondary,454898,32,Delta,0,0,0,Low,"['Drone Spraying', 'Uzhavan Mobile App']"
Black,90,91,75,5.8,15.7,94.1,213.2,Low,Drip,18.2,Kharif,Millets,54,Higher Secondary,764918,21,Delta,0,1,0,Medium,"['Soil Moisture Sensor', 'Soil Testing Kit', 'Drone Spraying', 'Mulching Sheets', 'Drip Irrigation', 'Weather Forecast Mobile App', 'Sprinkler Irrigation']"
Red,27,74,99,4.4,24.1,39.7,247.7,Low,Rainfed,16.3,Kharif,Millets,41,Degree,272250,15,Hilly,1,0,0,Medium,"['Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Uzhavan Mobile App']"
Clay,104,32,183,7.3,24.8,53.6,225.4,Low,Rainfed,4.1,Kharif,Millets,69,No Formal,200337,39,Hilly,0,0,0,Low,[]
Red,65,36,57,3.8,20.8,35.0,58.0,Low,Drip,4.5,Rabi,Millets,20,Postgraduate,129140,23,Delta,0,0,1,Low,"['Soil Moisture Sensor', 'Soil Testing Kit', 'Mulching Sheets', 'Weather Forecast Mobile App']"
Red,89,26,108,4.0,38.3,47.4,242.9,Low,Canal,5.5,Rabi,Millets,69,No Formal,500836,7,Hilly,0,1,1,Low,"['Farm Mechanization Tools', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Weather Forecast Mobile App']"
Red,101,14,135,6.5,17.6,23.3,35.7,Low,Drip,10.7,Rabi,Millets,19,Middle,699011,38,Delta,1,1,1,High,"['Mulching Sheets', 'Soil Moisture Sensor', 'Drone Spraying', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Drip Irrigation']"
Black,138,108,13,5.9,37.9,27.7,229.2,Medium,Sprinkler,0.7,Rabi,Millets,36,Degree,862058,15,Dry,0,1,0,Medium,"['Sprinkler Irrigation', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Drip Irrigation', 'Mulching Sheets', 'Soil Testing Kit', 'Drone Spraying']"
Sandy,137,89,104,9.5,31.7,20.6,80.9,High,Canal,6.2,Rabi,Millets,63,Diploma,435317,16,Delta,1,1,0,Medium,"['Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Drip Irrigation', 'Mulching Sheets', 'Drone Spraying', 'Soil Moisture Sensor']"
Sandy,137,108,33,9.8,23.4,30.3,44.8,High,Borewell,13.9,Rabi,Millets,52,Postgraduate,486196,42,Delta,1,0,1,Medium,"['Sprinkler Irrigation', 'Drone Spraying', 'Soil Testing Kit', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Uzhavan Mobile App']"
Sandy,122,49,132,5.2,16.2,35.9,108.1,Medium,Sprinkler,10.5,Rabi,Millets,33,Higher Secondary,985442,29,Dry,0,0,0,Medium,"['Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Soil Testing Kit', 'Mulching Sheets']"
Clay,120,59,45,8.1,15.7,43.7,283.3,Medium,Borewell,19.2,Rabi,Millets,61,Middle,429012,46,Coastal,0,1,0,Low,"['Soil Testing Kit', 'Drone Spraying']"
Black,134,117,12,4.9,17.6,60.4,208.7,High,Borewell,13.2,Rabi,Sugarcane,31,Diploma,399064,24,Coastal,0,1,0,Medium,"['Soil Testing Kit', 'Uzhavan Mobile App', 'Drone Spraying', 'Sprinkler Irrigation']"
Clay,120,29,75,4.9,18.7,26.0,232.8,Low,Drip,15.5,Rabi,Millets,46,Primary,861694,16,Hilly,0,0,1,Medium,"['Uzhavan Mobile App', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools']"
Red,136,21,171,8.8,27.8,65.7,125.6,High,Borewell,13.7,Rabi,Millets,72,Postgraduate,66346,2,Coastal,0,1,1,Medium,"['Sprinkler Irrigation', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Weather Forecast Mobile App']"
Black,39,115,126,3.7,20.0,45.5,137.4,Low,Sprinkler,18.5,Kharif,Millets,21,Degree,496454,38,Coastal,0,1,0,Medium,"['Soil Moisture Sensor', 'Mulching Sheets', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Soil Testing Kit', 'Sprinkler Irrigation']"
Alluvial,104,118,188,6.2,33.3,78.8,281.3,Medium,Sprinkler,2.2,Kharif,Millets,42,No Formal,848434,43,Hilly,0,1,1,Medium,"['Sprinkler Irrigation', 'Soil Moisture Sensor', 'Drip Irrigation']"
Alluvial,31,123,85,7.8,28.6,67.9,157.5,Medium,Sprinkler,16.4,Rabi,Millets,45,Degree,779675,38,Coastal,0,0,0,Medium,"['Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Soil Testing Kit', 'Soil Moisture Sensor', 'Drip Irrigation', 'Greenhouse / Polyhouse']"
Black,108,86,138,4.3,18.0,47.9,236.0,High,Borewell,7.8,Rabi,Sugarcane,68,Primary,146656,29,Hilly,1,0,0,Low,"['Soil Moisture Sensor', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Greenhouse / Polyhouse']"
Sandy,6,75,20,9.7,29.7,67.1,209.3,High,Canal,10.7,Rabi,Millets,26,High,420598,43,Hilly,1,1,1,Medium,"['Soil Moisture Sensor', 'Mulching Sheets', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse']"
Clay,93,62,180,8.1,24.0,29.1,160.8,Low,Sprinkler,15.4,Rabi,Millets,26,Degree,882513,11,Hilly,0,1,0,Medium,"['Drip Irrigation', 'Mulching Sheets', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Farm Mechanization Tools']"
Clay,119,82,13,8.3,39.3,58.1,26.6,Medium,Sprinkler,14.5,Rabi,Millets,47,Higher Secondary,971508,15,Coastal,1,1,1,High,"['Soil Testing Kit', 'Sprinkler Irrigation', 'Drone Spraying', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Drip Irrigation']"
Alluvial,139,115,13,6.0,35.0,61.0,73.7,High,Rainfed,17.4,Rabi,Millets,22,Middle,684584,24,Dry,1,1,0,Medium,"['Uzhavan Mobile App', 'Drip Irrigation', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse']"
Alluvial,94,23,26,8.1,23.9,63.3,223.4,Low,Borewell,15.0,Rabi,Millets,32,Diploma,580171,17,Delta,1,1,1,High,"['Drip Irrigation', 'Mulching Sheets', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Drone Spraying', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools']"
Black,117,25,32,3.7,39.7,59.5,174.7,High,Rainfed,2.0,Rabi,Sugarcane,71,Diploma,64394,39,Coastal,0,0,1,Medium,"['Soil Testing Kit', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Drone Spraying', 'Sprinkler Irrigation']"
Clay,124,7,133,6.0,21.7,86.7,157.8,Low,Drip,2.7,Rabi,Millets,18,Higher Secondary,64879,25,Hilly,1,1,1,Medium,"['Sprinkler Irrigation', 'Uzhavan Mobile App', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Mulching Sheets']"
Black,102,74,32,8.8,37.4,93.5,31.1,High,Borewell,8.0,Rabi,Sugarcane,44,Primary,802170,29,Delta,0,1,1,Medium,"['Mulching Sheets', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Drone Spraying']"
Clay,64,60,41,8.9,35.8,62.4,255.8,High,Rainfed,2.5,Kharif,Paddy,63,Primary,792294,33,Delta,1,1,1,High,"['Drone Spraying', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Drip Irrigation']"
Clay,98,125,119,7.4,17.1,88.8,28.9,Low,Rainfed,9.6,Rabi,Millets,44,Diploma,595118,28,Coastal,1,0,1,High,"['Greenhouse / Polyhouse', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Drone Spraying', 'Mulching Sheets']"
Black,24,101,16,5.5,38.1,92.8,184.6,High,Canal,1.0,Rabi,Sugarcane,42,High,495209,7,Delta,0,1,0,Low,"['Greenhouse / Polyhouse', 'Drone Spraying', 'Farm Mechanization Tools', 'Soil Testing Kit']"
Alluvial,84,100,176,8.8,20.0,75.1,296.9,High,Borewell,17.2,Kharif,Millets,66,Primary,229792,20,Dry,0,1,0,Low,"['Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Drip Irrigation']"
Alluvial,126,43,59,5.6,39.5,88.3,181.2,Low,Drip,19.9,Rabi,Millets,47,Higher Secondary,453359,46,Delta,0,0,1,Medium,"['Mulching Sheets', 'Soil Testing Kit', 'Drip Irrigation', 'Weather Forecast Mobile App', 'Drone Spraying']"
Sandy,74,94,150,5.3,35.2,71.9,25.7,Medium,Canal,13.1,Kharif,Millets,21,Primary,472027,16,Dry,0,0,0,Low,['Drip Irrigation']
Sandy,67,84,186,9.5,23.2,64.3,294.9,Medium,Rainfed,12.1,Rabi,Millets,37,Diploma,621298,35,Delta,1,1,0,High,"['Soil Moisture Sensor', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Mulching Sheets', 'Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Soil Testing Kit', 'Uzhavan Mobile App']"
Sandy,122,63,103,5.7,29.4,32.4,231.1,High,Rainfed,17.1,Kharif,Millets,40,Middle,500539,33,Coastal,1,1,0,Medium,"['Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Mulching Sheets']"
Sandy,95,11,57,9.0,27.9,81.5,255.1,Medium,Drip,18.6,Rabi,Millets,51,Postgraduate,126825,43,Hilly,0,1,1,Medium,"['Weather Forecast Mobile App', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Uzhavan Mobile App', 'Soil Testing Kit']"
Alluvial,68,5,40,8.6,20.4,42.0,287.3,Low,Drip,2.4,Rabi,Millets,19,Primary,904799,15,Coastal,1,0,0,Low,"['Uzhavan Mobile App', 'Weather Forecast Mobile App', 'Soil Testing Kit', 'Drip Irrigation']"
Sandy,92,138,137,9.4,22.0,85.3,32.0,Low,Sprinkler,15.2,Rabi,Millets,22,Primary,201858,28,Delta,0,0,0,Low,"['Soil Moisture Sensor', 'Drone Spraying']"
Clay,93,105,94,5.8,21.7,91.9,33.7,Low,Borewell,6.7,Rabi,Millets,74,No Formal,641794,8,Delta,1,0,0,Low,"['Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Soil Testing Kit']"
Alluvial,0,63,25,4.0,37.4,65.1,251.5,Low,Drip,9.9,Kharif,Millets,20,Higher Secondary,305322,26,Hilly,0,1,1,Medium,"['Drip Irrigation', 'Drone Spraying', 'Farm Mechanization Tools', 'Mulching Sheets', 'Sprinkler Irrigation', 'Soil Moisture Sensor']"
Sandy,82,23,76,4.5,30.2,60.5,154.4,High,Sprinkler,13.7,Rabi,Millets,74,High,163557,36,Delta,0,1,0,Low,"['Drone Spraying', 'Sprinkler Irrigation', 'Soil Moisture Sensor']"
